LON,LAT,CRUISE,BEGIN_EST,SEASON,ST,STAT,SETDEPTH,BOTTEMP,NUM,WT
-70.55917,41.95867,197891,12-May-78,SPRING,26,1,16,6.3,0,0
-70.51517,41.81350,197891,12-May-78,SPRING,25,2,9,6.5,0,0
-70.48800,41.84200,197891,12-May-78,SPRING,27,3,19,5.2,0,0
-70.48567,41.98500,197891,12-May-78,SPRING,29,4,37,5.3,0,0
-70.56983,42.04500,197891,12-May-78,SPRING,28,5,27,5.2,0,0
-70.56167,42.06833,197891,12-May-78,SPRING,28,6,30,5.2,0,0
-70.68333,41.66667,197891,18-May-78,SPRING,11,7,9,11.3,0,0
-70.71917,41.62867,197891,18-May-78,SPRING,12,8,11,10.5,0,0
-70.76933,41.59600,197891,18-May-78,SPRING,12,9,12,10,0,0
-70.78200,41.55950,197891,18-May-78,SPRING,12,10,15,9.8,0,0
-70.82500,41.53683,197891,18-May-78,SPRING,12,11,15,10,0,0
-70.91750,41.58617,197891,19-May-78,SPRING,11,12,6,11.5,0,0
-70.38583,41.58750,197891,20-May-78,SPRING,15,13,6,12.5,0,0
-70.27783,41.51667,197891,20-May-78,SPRING,16,14,14,11.2,0,0
-70.20833,41.46667,197891,20-May-78,SPRING,16,15,13,10.2,0,0
-70.17000,41.49750,197891,20-May-78,SPRING,16,16,13,9.8,0,0
-70.14333,41.56417,197891,20-May-78,SPRING,16,17,12,10.2,0,0
-70.22367,41.59833,197891,22-May-78,SPRING,15,18,9,11.8,0,0
-70.10083,41.61667,197891,22-May-78,SPRING,15,19,9,12,0,0
-70.07833,41.60667,197891,22-May-78,SPRING,16,20,12,11.5,0,0
-70.04667,41.57867,197891,22-May-78,SPRING,15,21,9,12.2,0,0
-70.01500,41.57433,197891,22-May-78,SPRING,15,22,8,11.5,0,0
-70.08083,41.61000,197891,22-May-78,SPRING,16,23,10,10.5,0,0
-70.05000,41.48250,197891,23-May-78,SPRING,16,24,15,8.5,0,0
-70.00250,41.47967,197891,23-May-78,SPRING,17,25,9,9,0,0
-70.06417,41.45000,197891,23-May-78,SPRING,16,26,16,10.2,0,0
-70.13550,41.43917,197891,23-May-78,SPRING,16,27,12,12,0,0
-70.19383,41.43333,197891,23-May-78,SPRING,16,28,10,12.5,0,0
-70.21333,41.39117,197891,23-May-78,SPRING,15,29,9,13.3,0,0
-70.16367,41.35033,197891,23-May-78,SPRING,16,30,14,13.5,0,0
-70.17417,41.31667,197891,23-May-78,SPRING,15,31,8,13,0,0
-70.05167,41.40667,197891,24-May-78,SPRING,16,32,14,11,0,0
-69.96767,41.40667,197891,24-May-78,SPRING,17,33,10,9,0,0
-70.06117,41.21517,197891,24-May-78,SPRING,18,34,10,11,0,0
-70.16817,41.23667,197891,24-May-78,SPRING,18,35,12,11,0,0
-70.49300,41.52800,197891,27-May-78,SPRING,16,36,12,14,0,0
-70.53850,41.54367,197891,27-May-78,SPRING,15,37,8,15,0,0
-70.61167,41.53417,197891,27-May-78,SPRING,15,38,7,14.5,0,0
-70.69683,41.58800,197891,27-May-78,SPRING,12,39,14,12,0,0
-70.76767,41.51900,197891,27-May-78,SPRING,12,40,15,12,0,0
-70.87717,41.51233,197891,27-May-78,SPRING,12,41,15,13,0,0
-70.45500,41.76333,197891,28-May-78,SPRING,25,42,8,11.5,0,0
-70.35417,41.74417,197891,28-May-78,SPRING,25,43,7,11.4,0,0
-70.35167,41.76800,197891,28-May-78,SPRING,26,44,18,10.2,0,0
-70.37750,41.78517,197891,28-May-78,SPRING,27,45,21,9.6,0,0
-70.50567,42.02767,197891,30-May-78,SPRING,29,46,42,8,0,0
-70.62500,42.03867,197891,30-May-78,SPRING,25,47,8,9,0,0
-70.57350,42.09883,197891,30-May-78,SPRING,27,48,25,8.5,0,0
-70.68233,42.13583,197891,30-May-78,SPRING,25,49,7,9.6,0,0
-70.86350,42.28933,197891,31-May-78,SPRING,31,50,9,9.6,0,0
-70.84133,42.30250,197891,31-May-78,SPRING,32,51,15,9.5,0,0
-70.81667,42.30683,197891,31-May-78,SPRING,33,52,23,8.4,0,0
-70.73017,42.47500,197891,31-May-78,SPRING,35,53,52,8,0,0
-70.74683,42.48667,197891,31-May-78,SPRING,35,54,47,7.7,0,0
-70.74167,42.56483,197891,31-May-78,SPRING,34,55,30,8,0,0
-70.69283,42.68500,197891,01-Jun-78,SPRING,32,56,13,7.5,0,0
-70.76083,42.71000,197891,01-Jun-78,SPRING,31,57,6,12.5,0,0
-70.80317,42.78800,197891,01-Jun-78,SPRING,31,58,9,10,0,0
-70.79667,42.83500,197891,01-Jun-78,SPRING,32,59,14,6.5,0,0
-70.77833,42.84750,197891,01-Jun-78,SPRING,33,60,26,6,0,0
-70.75000,42.76883,197891,01-Jun-78,SPRING,33,61,24,6.7,0,0
-70.67750,42.73000,197891,01-Jun-78,SPRING,34,62,29,6.7,0,0
-70.61633,42.73167,197891,01-Jun-78,SPRING,35,63,42,8,0,0
-70.56783,42.65550,197891,02-Jun-78,SPRING,34,64,30,7,0,0
-70.62167,42.61667,197891,02-Jun-78,SPRING,33,65,23,6,0,0
-70.92167,42.45600,197891,02-Jun-78,SPRING,31,66,7,14.5,0,0
-70.48750,42.12417,197891,03-Jun-78,SPRING,29,67,51,8,0,0
-70.45183,42.01383,197891,03-Jun-78,SPRING,29,68,46,8.4,0,0
-70.14683,41.98167,197891,03-Jun-78,SPRING,28,69,28,13,0,0
-70.10967,41.94667,197891,03-Jun-78,SPRING,26,70,17,15.6,0,0
-70.09817,41.93583,197891,03-Jun-78,SPRING,25,71,10,15.2,0,0
-70.11667,41.89800,197891,03-Jun-78,SPRING,25,72,9,15.2,0,0
-70.20833,42.09550,197891,05-Jun-78,SPRING,21,73,39,13,0,0
-70.13633,42.08683,197891,05-Jun-78,SPRING,18,74,13,11.5,0,0
-70.09483,42.06667,197891,05-Jun-78,SPRING,17,75,7,12,0,0
-70.01667,42.02833,197891,05-Jun-78,SPRING,19,76,26,10.5,0,0
-70.01583,42.06000,197891,05-Jun-78,SPRING,21,77,42,10,0,0
-70.13333,42.09667,197891,05-Jun-78,SPRING,20,78,32,6.5,0,0
-70.25067,42.04033,197891,05-Jun-78,SPRING,29,79,53,11.5,0,0
-69.96667,41.92617,197891,06-Jun-78,SPRING,17,80,8,11,0,0
-69.94117,41.89117,197891,06-Jun-78,SPRING,19,81,20,10.5,0,0
-69.91667,41.76067,197891,06-Jun-78,SPRING,18,82,11,12.5,0,0
-70.43167,41.51000,197891,07-Jun-78,SPRING,16,83,14,16.5,0,0
-70.47833,41.40500,197891,07-Jun-78,SPRING,15,84,8,16.5,0,0
-70.76667,41.41000,197891,07-Jun-78,SPRING,12,85,15,12.5,0,0
-70.83000,41.40283,197891,07-Jun-78,SPRING,13,86,28,13.5,0,0
-70.82333,41.38467,197891,07-Jun-78,SPRING,14,87,29,13,0,0
-70.78700,41.38000,197891,07-Jun-78,SPRING,13,88,22,13,0,0
-70.77400,41.35700,197891,08-Jun-78,SPRING,11,89,9,13.5,0,0
-70.49233,41.27500,197891,10-Jun-78,SPRING,13,90,23,12,0,0
-70.51017,41.30600,197891,10-Jun-78,SPRING,12,91,15,13,0,0
-70.60300,41.32967,197891,10-Jun-78,SPRING,12,92,14,13.5,0,0
-70.63250,41.34167,197891,10-Jun-78,SPRING,12,93,12,14,0,0
-70.63200,41.30783,197891,10-Jun-78,SPRING,13,94,22,13.8,0,0
-70.61167,41.95750,197891,10-Jun-78,SPRING,25,95,8,10,0,0
-70.58933,41.97683,197892,05-Sep-78,FALL,26,1,14,12.1,0,0
-70.48733,41.98700,197892,05-Sep-78,FALL,29,2,38,7.5,0,0
-70.63500,42.04550,197892,05-Sep-78,FALL,25,3,7,16.5,0,0
-70.55050,42.09233,197892,05-Sep-78,FALL,28,4,36,7.5,0,0
-70.48833,42.10750,197892,05-Sep-78,FALL,29,5,50,6.5,0,0
-70.80633,42.32883,197892,06-Sep-78,FALL,33,6,20,10,0,0
-70.83633,42.28350,197892,06-Sep-78,FALL,31,7,5,15,0,0
-70.92200,42.45567,197892,06-Sep-78,FALL,31,8,5,16,0,0
-70.88500,42.44767,197892,06-Sep-78,FALL,33,9,28,9,0,0
-70.74200,42.48883,197892,06-Sep-78,FALL,35,10,51,8,0,0
-70.71117,42.69750,197892,07-Sep-78,FALL,32,11,15,11.5,0,0
-70.76700,42.72867,197892,07-Sep-78,FALL,31,12,7,10,0,0
-70.76500,42.76767,197892,07-Sep-78,FALL,33,13,22,8.5,0,0
-70.68417,42.71683,197892,07-Sep-78,FALL,34,14,32,9.5,0,0
-70.61333,42.72217,197892,07-Sep-78,FALL,35,15,40,7,0,0
-70.61950,42.57600,197892,08-Sep-78,FALL,35,16,50,6.5,0,0
-70.71400,42.51450,197892,08-Sep-78,FALL,35,17,44,8.5,0,0
-70.65433,42.49917,197892,08-Sep-78,FALL,36,18,67,6.5,0,0
-70.79400,42.31300,197892,09-Sep-78,FALL,32,19,18,15.6,0,0
-70.72100,42.33500,197892,11-Sep-78,FALL,35,20,43,10.4,0,0
-70.57800,42.10033,197892,11-Sep-78,FALL,27,21,26,8.8,0,0
-70.49300,42.09400,197892,11-Sep-78,FALL,29,22,44,8.7,0,0
-70.54617,41.96417,197892,11-Sep-78,FALL,27,23,23,10.6,0,0
-70.51833,42.02067,197892,14-Sep-78,FALL,29,24,41,9.6,0,0
-70.42267,42.01717,197892,14-Sep-78,FALL,29,25,50,9.7,1,0
-70.40467,41.96517,197892,14-Sep-78,FALL,29,26,45,12,0,0
-70.33400,41.89850,197892,14-Sep-78,FALL,28,27,33,9.2,0,0
-70.43033,41.90250,197892,14-Sep-78,FALL,28,28,32,14,0,0
-70.36917,41.82850,197892,14-Sep-78,FALL,27,29,24,10,0,0
-70.39400,41.76083,197892,14-Sep-78,FALL,26,30,16,15,1,0
-70.29467,41.90933,197892,15-Sep-78,FALL,28,31,34,7.5,0,0
-70.30133,41.96700,197892,15-Sep-78,FALL,29,32,43,7.5,0,0
-70.11233,41.88600,197892,17-Sep-78,FALL,25,33,7,16.5,0,0
-70.19950,41.96333,197892,17-Sep-78,FALL,28,34,35,7.7,0,0
-70.35350,42.01567,197892,17-Sep-78,FALL,29,35,51,6.5,0,0
-70.37133,42.08417,197892,17-Sep-78,FALL,30,36,58,6,0,0
-70.91900,41.58550,197892,19-Sep-78,FALL,11,37,6,17.6,0,0
-70.81967,41.53883,197892,19-Sep-78,FALL,12,38,15,17.5,0,0
-70.70017,41.59417,197892,19-Sep-78,FALL,12,39,14,18.1,0,0
-70.80767,41.48750,197892,19-Sep-78,FALL,12,40,13,16.5,0,0
-70.88517,41.51750,197892,19-Sep-78,FALL,12,41,14,16.5,0,0
-70.20633,41.88050,197892,20-Sep-78,FALL,27,42,26,8,0,0
-70.12933,41.94050,197892,20-Sep-78,FALL,26,43,17,9,0,0
-70.21733,42.01133,197892,20-Sep-78,FALL,29,44,46,7,0,0
-70.28617,42.08683,197892,20-Sep-78,FALL,30,45,62,8,0,0
-70.19083,42.09750,197892,20-Sep-78,FALL,21,46,43,8,0,0
-70.29133,42.03183,197892,20-Sep-78,FALL,29,47,54,6.8,0,0
-70.14167,42.09000,197892,21-Sep-78,FALL,18,48,16,9.5,0,0
-70.03700,42.07100,197892,21-Sep-78,FALL,21,49,38,7.5,0,0
-70.01300,42.00083,197892,21-Sep-78,FALL,17,50,9,10,0,0
-69.92033,41.83467,197892,21-Sep-78,FALL,19,51,22,9.5,0,0
-70.15817,41.57350,197892,23-Sep-78,FALL,16,52,14,16.4,0,0
-70.08150,41.56833,197892,23-Sep-78,FALL,15,53,9,13.2,0,0
-70.02650,41.57800,197892,23-Sep-78,FALL,15,54,6,15,0,0
-70.03167,41.62400,197892,23-Sep-78,FALL,16,55,10,15.3,0,0
-70.06817,41.60417,197892,23-Sep-78,FALL,16,56,11,16.5,0,0
-70.20600,41.61250,197892,23-Sep-78,FALL,15,57,9,17,0,0
-70.27883,41.51567,197892,24-Sep-78,FALL,16,58,17,17,0,0
-70.19950,41.50717,197892,24-Sep-78,FALL,16,59,14,17,0,0
-70.13867,41.44433,197892,24-Sep-78,FALL,16,60,11,15.8,0,0
-70.06517,41.39067,197892,24-Sep-78,FALL,16,61,14,16.6,0,0
-70.12133,41.31200,197892,24-Sep-78,FALL,15,62,7,16.5,0,0
-70.16567,41.33700,197892,24-Sep-78,FALL,16,63,13,16.5,0,0
-70.19867,41.39000,197892,24-Sep-78,FALL,15,64,9,16.5,0,0
-70.19350,41.42967,197892,24-Sep-78,FALL,15,65,10,16.6,0,0
-70.33083,41.55267,197892,25-Sep-78,FALL,16,66,13,17.5,0,0
-70.45650,41.50717,197892,25-Sep-78,FALL,16,67,17,17,0,0
-70.56983,41.51400,197892,25-Sep-78,FALL,16,68,15,17,0,0
-70.63017,41.53167,197892,25-Sep-78,FALL,15,69,8,16.5,0,0
-70.56183,41.53850,197892,25-Sep-78,FALL,15,70,7,17,0,0
-70.38217,41.59967,197892,25-Sep-78,FALL,15,71,9,17,0,0
-70.08933,41.45267,197892,26-Sep-78,FALL,16,72,14,15.5,0,0
-69.98583,41.39567,197892,26-Sep-78,FALL,17,73,8,16,0,0
-70.04683,41.23017,197892,26-Sep-78,FALL,18,74,14,16,0,0
-70.21633,41.23217,197892,26-Sep-78,FALL,19,75,19,15.6,0,0
-70.30483,41.27617,197892,26-Sep-78,FALL,18,76,12,15.5,0,0
-70.38033,41.28650,197892,26-Sep-78,FALL,11,77,8,16,0,0
-70.78000,41.41350,197892,27-Sep-78,FALL,12,78,15,15.5,0,0
-70.86667,41.30283,197892,27-Sep-78,FALL,14,79,32,14.4,0,0
-70.76833,41.26883,197892,27-Sep-78,FALL,13,80,22,15.2,0,0
-70.70817,41.34083,197892,27-Sep-78,FALL,11,81,7,15.6,0,0
-70.63867,41.33483,197892,27-Sep-78,FALL,12,82,13,15.9,0,0
-70.56433,41.32617,197892,27-Sep-78,FALL,12,83,16,15.5,0,0
-70.48767,41.32050,197892,27-Sep-78,FALL,11,84,7,15.9,0,0
-70.77233,41.35933,197892,28-Sep-78,FALL,11,85,8,15,0,0
-70.82867,41.38583,197892,28-Sep-78,FALL,14,86,31,14.5,0,0
-71.03050,41.39067,197892,28-Sep-78,FALL,13,87,24,14.5,0,0
-70.92683,41.39533,197892,28-Sep-78,FALL,13,88,23,14.5,0,0
-70.73283,41.44283,197892,28-Sep-78,FALL,12,89,15,15.5,0,0
-70.75233,41.63800,197892,29-Sep-78,FALL,12,90,10,15.6,0,0
-70.45817,41.93617,197892,02-Oct-78,FALL,28,91,34,11.5,0,0
-70.60250,41.96283,197991,30-Apr-79,SPRING,25,1,9,5.5,0,0
-70.55567,41.97317,197991,30-Apr-79,SPRING,27,2,25,4,0,0
-70.45200,41.98367,197991,30-Apr-79,SPRING,29,3,44,3.5,0,0
-70.50717,42.07700,197991,30-Apr-79,SPRING,29,4,46,3.5,0,0
-70.67667,42.13117,197991,30-Apr-79,SPRING,26,5,13,5,0,0
-70.70300,42.31983,197991,01-May-79,SPRING,35,6,43,5.9,0,0
-70.81000,42.30433,197991,01-May-79,SPRING,33,7,22,4.5,0,0
-70.92517,42.44117,197991,01-May-79,SPRING,31,8,8,7,1,1.8
-70.71183,42.68917,197991,02-May-79,SPRING,32,9,14,5.5,0,0
-70.77517,42.73300,197991,02-May-79,SPRING,31,10,8,8,0,0
-70.75633,42.78183,197991,02-May-79,SPRING,33,11,24,4.5,0,0
-70.67467,42.70417,197991,02-May-79,SPRING,33,12,26,4.5,0,0
-70.66950,42.72750,197991,02-May-79,SPRING,34,13,34,4.8,0,0
-70.62650,42.73217,197991,02-May-79,SPRING,35,14,51,4.5,0,0
-70.58317,42.59267,197991,02-May-79,SPRING,35,15,48,4.6,0,0
-70.74217,42.54367,197991,03-May-79,SPRING,34,16,35,7,0,0
-70.68767,42.52650,197991,03-May-79,SPRING,35,17,48,4.7,0,0
-70.63733,42.48133,197991,03-May-79,SPRING,36,18,74,3.5,0,0
-70.65700,42.42233,197991,03-May-79,SPRING,36,19,74,3.5,0,0
-70.81900,42.34383,197991,03-May-79,SPRING,34,20,32,4.7,0,0
-70.84900,42.29767,197991,03-May-79,SPRING,32,21,15,5,0,0
-70.47583,42.12667,197991,04-May-79,SPRING,29,22,53,3.2,0,0
-70.41433,42.11483,197991,04-May-79,SPRING,30,23,59,3,0,0
-70.38217,42.04367,197991,04-May-79,SPRING,29,24,52,3.3,0,0
-70.31617,41.96750,197991,04-May-79,SPRING,29,25,41,3.5,0,0
-70.54433,41.98583,197991,04-May-79,SPRING,28,26,33,3.5,0,0
-70.39750,41.94800,197991,05-May-79,SPRING,29,27,43,3.5,0,0
-70.35350,41.89850,197991,05-May-79,SPRING,28,28,34,4,0,0
-70.28950,41.79883,197991,05-May-79,SPRING,27,29,20,5.5,0,0
-70.36750,41.74967,197991,05-May-79,SPRING,26,30,13,8,0,0
-70.51683,41.81117,197991,05-May-79,SPRING,25,31,7,7,0,0
-70.44033,42.05467,197991,06-May-79,SPRING,29,32,52,3.4,0,0
-70.34117,42.10467,197991,06-May-79,SPRING,30,33,61,3.4,0,0
-70.30300,42.02467,197991,06-May-79,SPRING,29,34,51,3.9,0,0
-70.26100,41.91933,197991,06-May-79,SPRING,28,35,34,3,0,0
-70.49067,41.90633,197991,07-May-79,SPRING,27,36,25,7,0,0
-70.16983,41.85233,197991,07-May-79,SPRING,26,37,14,9,0,0
-70.10250,41.91567,197991,07-May-79,SPRING,25,38,7,9.5,0,0
-70.16667,41.89383,197991,07-May-79,SPRING,27,39,23,6,0,0
-70.20183,41.93367,197991,07-May-79,SPRING,28,40,30,4.5,0,0
-70.24567,41.98467,197991,07-May-79,SPRING,29,41,40,7.5,0,0
-70.28917,42.09250,197991,08-May-79,SPRING,30,42,63,5.2,0,0
-70.21800,42.09183,197991,08-May-79,SPRING,21,43,44,4.1,0,0
-70.09350,42.06917,197991,08-May-79,SPRING,18,44,13,6.2,0,0
-70.24800,42.04033,197991,08-May-79,SPRING,29,45,49,4.3,0,0
-70.18617,41.99250,197991,08-May-79,SPRING,28,46,31,6,0,0
-70.11317,41.96583,197991,08-May-79,SPRING,26,47,14,9.5,0,0
-70.14933,42.02000,197991,09-May-79,SPRING,27,48,22,11,0,0
-70.02700,42.08133,197991,09-May-79,SPRING,21,49,44,5.8,0,0
-70.02100,42.05600,197991,09-May-79,SPRING,20,50,36,6.5,0,0
-69.97933,41.94917,197991,09-May-79,SPRING,17,51,8,7.3,0,0
-69.91167,41.81617,197991,09-May-79,SPRING,19,52,21,8.3,0,0
-69.87883,41.80783,197991,09-May-79,SPRING,20,53,33,8.5,0,0
-70.23050,41.61017,197991,11-May-79,SPRING,15,54,5,12.5,0,0
-70.09600,41.62383,197991,11-May-79,SPRING,15,55,8,13,0,0
-70.00800,41.57700,197991,11-May-79,SPRING,15,56,6,11.5,1,0
-70.10617,41.57783,197991,11-May-79,SPRING,16,57,14,12.5,1,0
-70.07650,41.52500,197991,11-May-79,SPRING,15,58,9,10.5,0,0
-70.18533,41.50083,197991,11-May-79,SPRING,16,59,17,10,0,0
-70.28550,41.50483,197991,11-May-79,SPRING,16,60,13,10.5,0,0
-70.32167,41.58533,197991,12-May-79,SPRING,15,61,7,13.5,0,0
-70.20517,41.45817,197991,12-May-79,SPRING,16,62,14,10.5,0,0
-70.18700,41.38233,197991,12-May-79,SPRING,16,63,13,11,0,0
-70.16067,41.31567,197991,12-May-79,SPRING,15,64,8,12.6,0,0
-70.05833,41.36667,197991,12-May-79,SPRING,16,65,14,10,0,0
-70.08983,41.45283,197991,12-May-79,SPRING,16,66,15,9.5,0,0
-70.41483,41.57917,197991,13-May-79,SPRING,15,67,5,15,0,0
-70.40717,41.49300,197991,13-May-79,SPRING,16,68,15,13.5,0,0
-70.87083,41.33917,197991,14-May-79,SPRING,14,69,29,10,0,0
-70.76900,41.25683,197991,14-May-79,SPRING,13,70,23,10,0,0
-70.70617,41.33900,197991,14-May-79,SPRING,11,71,7,11,0,0
-70.63183,41.30767,197991,14-May-79,SPRING,13,72,20,10,0,0
-70.55367,41.32233,197991,14-May-79,SPRING,12,73,13,11.5,0,0
-70.48767,41.31733,197991,14-May-79,SPRING,11,74,9,11.5,0,0
-70.40617,41.38183,197991,14-May-79,SPRING,12,75,11,13.5,0,0
-70.71983,41.44583,197991,16-May-79,SPRING,12,76,11,15.1,0,0
-70.76867,41.41133,197991,16-May-79,SPRING,12,77,16,13.6,0,0
-70.77017,41.35583,197991,16-May-79,SPRING,11,78,6,13.2,0,0
-70.87667,41.38333,197991,16-May-79,SPRING,13,79,27,12.5,0,0
-70.99883,41.35883,197991,16-May-79,SPRING,14,80,28,12.5,0,0
-70.81883,41.40483,197991,16-May-79,SPRING,13,81,21,12.1,0,0
-70.75250,41.39700,197991,17-May-79,SPRING,13,82,21,14.5,0,0
-70.86933,41.51300,197991,17-May-79,SPRING,12,83,15,12,0,0
-70.89817,41.57033,197991,17-May-79,SPRING,11,84,8,16,0,0
-70.76833,41.53867,197991,17-May-79,SPRING,12,85,16,12,0,0
-70.31800,41.28767,197991,22-May-79,SPRING,17,86,9,13.5,0,0
-70.21017,41.25067,197991,22-May-79,SPRING,18,87,14,14,0,0
-70.15950,41.20150,197991,22-May-79,SPRING,19,88,22,11.5,0,0
-70.07033,41.21750,197991,22-May-79,SPRING,18,89,13,14,0,0
-69.99333,41.37017,197991,22-May-79,SPRING,17,90,8,13.5,0,0
-70.01300,41.42000,197991,22-May-79,SPRING,18,91,11,13.5,0,0
-69.97667,41.49200,197991,22-May-79,SPRING,17,92,6,13.5,0,0
-70.48050,41.54017,197991,23-May-79,SPRING,15,93,8,16,0,0
-70.54450,41.51567,197991,23-May-79,SPRING,16,94,14,15.6,0,0
-70.60950,41.53417,197991,23-May-79,SPRING,15,95,7,14.7,0,0
-70.68283,41.55717,197991,23-May-79,SPRING,12,96,14,14,0,0
-70.69483,41.67150,197991,23-May-79,SPRING,11,97,7,14.8,0,0
-70.73633,42.23167,197991,27-May-79,SPRING,32,98,16,15,0,0
-70.86767,42.29200,197991,27-May-79,SPRING,31,99,9,16.1,0,0
-70.87883,42.39850,197991,27-May-79,SPRING,33,100,27,12,0,0
-70.62367,42.03583,197992,11-Sep-79,FALL,25,1,8,11.5,0,0
-70.73900,42.23383,197992,11-Sep-79,FALL,32,2,12,10,0,0
-70.80433,42.31150,197992,11-Sep-79,FALL,33,3,20,8.5,0,0
-70.85033,42.27500,197992,11-Sep-79,FALL,31,4,7,12,0,0
-70.96800,42.40617,197992,12-Sep-79,FALL,31,5,6,10.7,0,0
-70.89467,42.44500,197992,12-Sep-79,FALL,33,6,23,9.9,0,0
-70.79117,42.46483,197992,12-Sep-79,FALL,35,7,42,8.9,0,0
-70.69250,42.52533,197992,12-Sep-79,FALL,35,8,49,8.7,0,0
-70.76550,42.71200,197992,13-Sep-79,FALL,31,9,7,12.5,0,0
-70.78650,42.78183,197992,13-Sep-79,FALL,32,10,17,9.9,0,0
-70.76550,42.78933,197992,13-Sep-79,FALL,33,11,25,9,0,0
-70.71683,42.72183,197992,13-Sep-79,FALL,32,12,16,10.1,0,0
-70.68367,42.71150,197992,13-Sep-79,FALL,33,13,25,9,0,0
-70.62300,42.71433,197992,13-Sep-79,FALL,34,14,35,8.7,0,0
-70.63950,42.73717,197992,13-Sep-79,FALL,35,15,43,8.6,0,0
-70.59783,42.72383,197992,13-Sep-79,FALL,36,16,59,9,0,0
-70.68467,42.71933,197992,13-Sep-79,FALL,34,17,32,8.5,0,0
-70.57483,42.59333,197992,14-Sep-79,FALL,35,18,52,9,0,0
-70.73783,42.54267,197992,14-Sep-79,FALL,34,19,34,9.3,0,0
-70.64967,42.47217,197992,16-Sep-79,FALL,36,20,76,8.2,0,0
-70.66417,42.42983,197992,16-Sep-79,FALL,36,21,75,7.5,0,0
-70.50950,42.10617,197992,16-Sep-79,FALL,29,22,43,7.4,0,0
-70.57200,42.03950,197992,16-Sep-79,FALL,27,23,24,9,0,0
-70.52050,42.01500,197992,17-Sep-79,FALL,29,24,39,7.5,0,0
-70.44550,42.05550,197992,17-Sep-79,FALL,29,25,53,7.2,0,0
-70.30400,42.02150,197992,17-Sep-79,FALL,29,26,53,7.1,0,0
-70.16067,41.97217,197992,17-Sep-79,FALL,28,27,30,7.6,0,0
-70.15917,41.92250,197992,17-Sep-79,FALL,27,28,23,8.5,0,0
-70.54433,41.99950,197992,18-Sep-79,FALL,28,29,33,7.9,0,0
-70.48000,42.00850,197992,18-Sep-79,FALL,29,30,42,7.4,0,0
-70.35683,42.01167,197992,18-Sep-79,FALL,29,31,51,8.3,0,0
-70.28233,41.98467,197992,18-Sep-79,FALL,29,32,44,7.4,0,0
-70.18467,41.87733,197992,18-Sep-79,FALL,27,33,23,5.7,0,0
-70.38567,41.94383,197992,20-Sep-79,FALL,29,34,41,8.3,0,0
-70.26867,41.90150,197992,20-Sep-79,FALL,28,35,31,8.2,0,0
-70.09900,41.92367,197992,20-Sep-79,FALL,25,36,7,7.9,0,0
-70.18800,41.97583,197992,20-Sep-79,FALL,28,37,33,11.3,0,0
-70.36067,42.05350,197992,20-Sep-79,FALL,30,38,55,9.1,0,0
-70.27300,42.07650,197992,20-Sep-79,FALL,30,39,60,8.5,0,0
-70.22967,42.09233,197992,21-Sep-79,FALL,21,40,53,9.3,0,0
-70.12450,42.08483,197992,21-Sep-79,FALL,18,41,15,10.7,0,0
-70.05100,42.09483,197992,21-Sep-79,FALL,21,42,43,10.1,0,0
-70.03633,42.06517,197992,21-Sep-79,FALL,20,43,34,9.4,0,0
-69.99850,41.97867,197992,21-Sep-79,FALL,17,44,9,10,0,0
-69.87600,41.80100,197992,21-Sep-79,FALL,20,46,34,11,0,0
-70.24500,41.60517,197992,24-Sep-79,FALL,15,47,5,17.7,0,0
-70.13100,41.61850,197992,24-Sep-79,FALL,15,48,8,17.5,0,0
-70.02083,41.60783,197992,24-Sep-79,FALL,15,49,7,17.1,0,0
-70.08833,41.57833,197992,24-Sep-79,FALL,16,50,10,16,0,0
-70.08683,41.52683,197992,24-Sep-79,FALL,15,51,9,14.5,0,0
-70.17517,41.50500,197992,24-Sep-79,FALL,16,52,16,16,0,0
-70.19183,41.58817,197992,24-Sep-79,FALL,16,53,12,16,0,0
-70.29083,41.52150,197992,25-Sep-79,FALL,16,54,12,17,0,0
-70.25683,41.40500,197992,25-Sep-79,FALL,16,55,13,15.5,0,0
-70.22583,41.36383,197992,25-Sep-79,FALL,16,56,13,16,0,0
-70.14683,41.30817,197992,25-Sep-79,FALL,15,57,7,16.5,0,0
-70.09850,41.36583,197992,25-Sep-79,FALL,16,58,14,15.5,0,0
-70.13467,41.43400,197992,26-Sep-79,FALL,16,59,12,13.7,0,0
-70.01050,41.46233,197992,26-Sep-79,FALL,17,60,9,13.5,0,0
-69.99550,41.38567,197992,26-Sep-79,FALL,17,61,8,14.8,0,0
-70.02683,41.23367,197992,26-Sep-79,FALL,18,62,14,17,0,0
-70.10700,41.23450,197992,26-Sep-79,FALL,17,63,5,16,0,0
-70.12917,41.20800,197992,26-Sep-79,FALL,19,64,22,15.5,0,0
-70.18567,41.22783,197992,26-Sep-79,FALL,18,65,15,16.5,0,0
-70.25633,41.23317,197992,26-Sep-79,FALL,19,66,20,15,0,0
-70.55033,41.51433,197992,27-Sep-79,FALL,16,67,17,17.3,0,0
-70.46617,41.48300,197992,27-Sep-79,FALL,16,68,16,17.7,0,0
-70.38350,41.58417,197992,27-Sep-79,FALL,15,69,8,17.1,0,0
-70.48867,41.54117,197992,27-Sep-79,FALL,15,70,7,17.4,0,0
-70.57917,41.53333,197992,27-Sep-79,FALL,15,71,7,17.5,0,0
-70.71817,41.44567,197992,28-Sep-79,FALL,12,72,17,16.4,0,0
