YEAR,MONTH,COMNAME,HAILWT,CATDISP,NEGEAR,GEARNM,HAUL TARGET,DEPTH (fa),WTMP,AREA
1989,02,LUMPFISH,1,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",39,,513
1989,02,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",41,,513
1989,02,LUMPFISH,17,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",45,,513
1989,02,LUMPFISH,22,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",45,,513
1989,03,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",15,,537
1989,03,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",13,,537
1989,03,LUMPFISH,17,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",98,,513
1989,03,LUMPFISH,11,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",90,,513
1989,03,LUMPFISH,12,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",95,,513
1989,04,LUMPFISH,7,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",80,,513
1989,04,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",21,,522
1989,06,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",68,,512
1989,06,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",57,,513
1989,06,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",45,,513
1989,07,LUMPFISH,1,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",53,,513
1989,07,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",72,,513
1989,07,LUMPFISH,15,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,513
1989,07,LUMPFISH,1,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,512
1989,07,LUMPFISH,22,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",50,,512
1989,07,LUMPFISH,17,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",40,,512
1989,08,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",88,,512
1989,08,LUMPFISH,12,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",95,,512
1989,08,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",93,,512
1989,08,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",103,,511
1989,08,LUMPFISH,19,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",85,,513
1989,08,LUMPFISH,12,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",107,,515
1989,08,LUMPFISH,9,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",84,,515
1989,08,LUMPFISH,25,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",84,,515
1989,08,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1989,09,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",52,,513
1989,09,LUMPFISH,15,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",100,,512
1989,09,LUMPFISH,62,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",100,,512
1989,09,LUMPFISH,34,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",100,,512
1989,09,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1989,10,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",95,,512
1989,10,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",95,,512
1989,10,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",95,,512
1989,10,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",62,,513
1989,10,LUMPFISH,11,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,515
1989,10,LUMPFISH,56,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",55,,513
1989,12,LUMPFISH,1,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",45,,616
1990,01,LUMPFISH,3,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",85,,513
1990,01,LUMPFISH,6,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",85,,513
1990,01,LUMPFISH,3,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",95,,513
1990,01,LUMPFISH,6,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",69,,513
1990,02,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",95,,522
1990,02,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",116,,522
1990,02,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",99,,513
1990,02,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",85,,513
1990,02,LUMPFISH,10,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",9,,514
1990,02,LUMPFISH,10,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",22,,514
1990,03,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",35,,562
1990,03,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",45,,522
1990,03,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",21,,526
1990,03,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",21,,537
1990,03,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",22,,537
1990,03,LUMPFISH,18,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",43,,513
1990,03,LUMPFISH,35,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",30,,513
1990,03,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",53,,513
1990,03,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,03,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",23,,514
1990,04,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,04,LUMPFISH,14,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,04,LUMPFISH,20,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,04,LUMPFISH,12,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,04,LUMPFISH,12,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,04,LUMPFISH,4,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",12,,514
1990,04,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",15,,514
1990,04,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",12,,514
1990,04,LUMPFISH,14,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",12,,514
1990,04,LUMPFISH,13,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",11,,514
1990,04,LUMPFISH,7,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",12,,514
1990,04,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",17,,514
1990,04,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",12,,514
1990,04,LUMPFISH,7,1,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",36,,513
1990,04,LUMPFISH,8,1,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",28,,513
1990,04,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",100,,513
1990,04,LUMPFISH,4,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",29,,514
1990,04,LUMPFISH,21,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",20,,514
1990,04,LUMPFISH,11,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",31,,513
1990,04,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",26,,513
1990,04,LUMPFISH,24,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",23,,513
1990,04,LUMPFISH,9,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",22,,513
1990,04,LUMPFISH,15,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",18,,515
1990,04,LUMPFISH,10,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",20,,515
1990,04,LUMPFISH,30,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",16,,515
1990,04,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",7,,521
1990,05,LUMPFISH,4,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",42,,513
1990,05,LUMPFISH,8,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",40,,513
1990,05,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",47,,513
1990,05,LUMPFISH,10,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",32,,514
1990,06,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",6,,521
1990,06,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",6,,521
1990,07,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,513
1990,07,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,513
1990,07,LUMPFISH,9,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,513
1990,07,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1990,07,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1990,07,LUMPFISH,15,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1990,07,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1990,07,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",57,,513
1990,08,LUMPFISH,2,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",68,,513
1990,08,LUMPFISH,2,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",68,,513
1990,09,LUMPFISH,69,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,513
1990,09,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",68,,513
1990,09,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,513
1990,09,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",113,,512
1990,09,LUMPFISH,11,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",109,,512
1990,09,LUMPFISH,16,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",69,,513
1990,10,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",65,,513
1990,10,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",65,,513
1990,10,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",65,,513
1991,01,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",73,,513
1991,01,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",90,,521
1991,01,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",90,,521
1991,02,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",20,,526
1991,03,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",35,,521
1991,03,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",43,,513
1991,03,LUMPFISH,4,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",35,,513
1991,03,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",35,,513
1991,03,LUMPFISH,4,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",33,,513
1991,03,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",88,,513
1991,03,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",82,,513
1991,03,LUMPFISH,19,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",80,,513
1991,03,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",51,,513
1991,03,LUMPFISH,10,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",83,,513
1991,03,LUMPFISH,11,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",65,,513
1991,03,LUMPFISH,20,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",85,,513
1991,03,LUMPFISH,20,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,513
1991,03,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",66,,513
1991,03,LUMPFISH,12,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",21,,514
1991,03,LUMPFISH,4,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",12,,514
1991,03,LUMPFISH,22,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",14,,514
1991,03,LUMPFISH,18,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",15,,514
1991,04,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",25,,521
1991,04,LUMPFISH,15,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",33,,514
1991,04,LUMPFISH,12,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",33,,514
1991,04,LUMPFISH,5,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",34,,514
1991,04,LUMPFISH,12,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",34,,514
1991,05,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",11,,521
1991,05,LUMPFISH,13,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",55,,513
1991,06,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",28,,514
1991,06,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",30,,514
1991,06,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",53,,513
1991,06,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",73,,513
1991,06,LUMPFISH,20,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",62,,513
1991,06,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",59,,513
1991,06,LUMPFISH,4,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",37,,513
1991,06,LUMPFISH,1,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",55,,511
1991,07,LUMPFISH,2,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",5,,513
1991,07,LUMPFISH,2,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",9,,513
1991,07,LUMPFISH,1,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",68,,513
1991,08,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",22,,000
1991,09,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",83,,513
1991,09,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",83,,514
1991,09,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",83,,513
1991,09,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",105,,514
1991,09,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",81,,513
1991,09,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",57,,513
1991,09,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",82,,513
1991,09,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",49,,513
1991,10,LUMPFISH,15,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",66,,513
1991,10,LUMPFISH,17,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",76,,513
1991,10,LUMPFISH,13,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",74,,513
1991,10,LUMPFISH,9,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",70,,513
1991,10,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",73,,513
1991,10,LUMPFISH,2,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",100,,513
1991,10,LUMPFISH,30,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",93,,513
1991,10,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",100,,513
1991,10,LUMPFISH,13,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",91,,513
1991,11,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",85,,513
1991,11,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",66,,513
1991,11,LUMPFISH,13,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",87,,513
1991,11,LUMPFISH,12,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",94,,513
1991,11,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",90,,513
1991,11,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",84,,513
1991,11,LUMPFISH,2,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,513
1991,11,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",81,,513
1991,11,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",91,,513
1991,11,LUMPFISH,22,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",86,,513
1991,11,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",82,,513
1991,11,LUMPFISH,3,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",78,,513
1991,11,LUMPFISH,9,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",95,,513
1991,11,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",90,,513
1991,11,LUMPFISH,11,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",88,,513
1991,11,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",60,,515
1991,11,LUMPFISH,24,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",90,,515
1991,11,LUMPFISH,4,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",89,,515
1991,11,LUMPFISH,22,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",88,,515
1991,11,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",86,,521
1991,12,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",111,,514
1991,12,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",74,,513
1991,12,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",81,,513
1991,12,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",91,,513
1991,12,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",84,,513
1991,12,LUMPFISH,9,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",82,,514
1991,12,LUMPFISH,32,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",64,,513
1991,12,LUMPFISH,15,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",85,,513
1991,12,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",92,,515
1991,12,LUMPFISH,22,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,515
1991,12,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",78,,515
1991,12,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",65,,513
1991,12,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",65,,513
1991,12,LUMPFISH,1,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,513
1991,12,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",75,,513
1992,01,LUMPFISH,14,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",73,,513
1992,01,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,515
1992,01,LUMPFISH,9,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,515
1992,01,LUMPFISH,2,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",80,,515
1992,01,LUMPFISH,6,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",92,,515
1992,01,LUMPFISH,11,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",94,,515
1992,01,LUMPFISH,11,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",99,,515
1992,01,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",74,,515
1992,01,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",91,,515
1992,01,LUMPFISH,23,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",108,,515
1992,02,LUMPFISH,10,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",78,,515
1992,02,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",67,,513
1992,02,LUMPFISH,7,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",61,,513
1992,02,LUMPFISH,1,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",123,,515
1992,02,LUMPFISH,2,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",112,,464
1992,02,LUMPFISH,13,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",62,,513
1992,02,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",71,,513
1992,02,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",54,,513
1992,02,LUMPFISH,5,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",64,,513
1992,02,LUMPFISH,7,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",28,,513
1992,02,LUMPFISH,3,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",20,,514
1992,02,LUMPFISH,4,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",33,,513
1992,03,LUMPFISH,2,1,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",57,,616
1992,03,LUMPFISH,10,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",68,,513
1992,03,LUMPFISH,16,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",86,,513
1992,03,LUMPFISH,20,0,058,"TRAWL,OTTER,BOTTOM,SHRIMP","FISH, NK",82,,513
1992,03,LUMPFISH,16,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",38,,522
1992,03,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",47,,522
1992,03,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",29,,526
1992,03,LUMPFISH,12,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",38,,525
1992,03,LUMPFISH,8,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",36,,525
1992,03,LUMPFISH,4,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",21,,514
1992,03,LUMPFISH,20,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",13,,514
1992,03,LUMPFISH,16,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",15,,514
1992,03,LUMPFISH,9,0,100,"GILL NET, FIXED OR ANCHORED,SINK, OTHER/NK SPECIES","FISH, NK",9,,514
1992,03,LUMPFISH,11,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",88,,521
1992,03,LUMPFISH,5,0,050,"TRAWL,OTTER,BOTTOM,FISH","FISH, NK",28,,562
